ï»¿Report_Data_Extracted,LTC_Home,LTC_City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2020-04-26,St. Joseph's Lifecare Centre,,205.0,0.0,0,<5
2020-04-26,"St. Joseph's Villa, Dundas",,425.0,<5,0,0.0
2020-04-26,"St. Joseph's Villa, Sudbury",,128.0,<5,0,<5
2020-04-26,Stoneridge Manor,,60.0,50.0,5,13.0
2020-04-26,Sun Parlor Home for Senior Citizens,,206.0,0.0,<5,0.0
2020-04-26,Tall Pines Long Term Care Centre,,160.0,0.0,0,<5
2020-04-26,The Henley House,,160.0,<5,0,0.0
2020-04-26,The Jewish Home for the Aged,,472.0,<5,<5,6.0
2020-04-26,The Kensington Gardens,,350.0,22.0,<5,7.0
2020-04-26,The O'Neill Centre,,162.0,<5,0,0.0
2020-04-26,The Perley and Rideau Veterans' Health Centre,,450.0,5.0,<5,18.0
2020-04-26,The Village at University Gates,,192.0,0.0,<5,<5
2020-04-26,The Village of Erin Meadows,,180.0,43.0,9,21.0
2020-04-26,The Village of Humber Heights,,192.0,9.0,<5,5.0
2020-04-26,The Village of Riverside Glen,,192.0,0.0,0,<5
2020-04-26,The Wexford,,166.0,<5,0,0.0
2020-04-26,The Woodlands of Sunset,,121.0,<5,0,0.0
2020-04-26,Trinity Village Care Centre,,150.0,26.0,<5,25.0
2020-04-26,Ukrainian Canadian Care Centre,,152.0,25.0,<5,<5
2020-04-26,Valleyview Residence,,174.0,6.0,<5,7.0
2020-04-26,Villa Colombo Homes for the Aged,,391.0,<5,0,<5
2020-04-26,Villa Colombo Seniors Centre (Vaughan),,160.0,28.0,7,14.0
2020-04-26,Villa Forum,,160.0,34.0,7,13.0
2020-04-26,Villa Leonardo Gambin,,168.0,30.0,10,7.0
2020-04-26,Vision Nursing Home,,146.0,0.0,0,<5
2020-04-26,Wellesley Central Place,,150.0,30.0,11,20.0
2020-04-26,Wesburn Manor,,192.0,<5,0,0.0
2020-04-26,West Park Long Term Care Centre,,200.0,35.0,12,29.0
2020-04-26,Weston Terrace Care Community,,224.0,8.0,<5,7.0
2020-04-26,Winbourne Park,,110.0,0.0,0,<5
2020-04-26,Woods Park Care Centre,,123.0,0.0,0,<5
2020-04-26,Yee Hong Centre - Scarborough McNicoll,,155.0,<5,0,<5
2020-04-27,Almonte Country Haven,,82.0,44.0,25,17.0
2020-04-27,Altamont Care Community,,159.0,125.0,32,45.0
2020-04-27,Anson Place Care Centre,,61.0,28.0,23,33.0
2020-04-27,Bay Ridges,,124.0,0.0,0,<5
2020-04-27,Belmont House,,140.0,25.0,0,<5
2020-04-27,Bendale Acres,,302.0,0.0,0,<5
2020-04-27,Bethany Lodge,,128.0,<5,<5,<5
2020-04-27,Blue Water Rest Home,,65.0,<5,0,0.0
2020-04-27,Bradford Valley Care Community,,246.0,20.0,7,10.0
2020-04-27,Burton Manor,,128.0,24.0,<5,9.0
2020-04-27,Camilla Care Community,,236.0,114.0,7,29.0
2020-04-27,Caressant Care Courtland,,55.0,0.0,0,<5
2020-04-27,Caressant Care Fergus Nursing Home,,87.0,0.0,0,0.0
2020-04-27,Caressant Care on Bonnie Place,,116.0,0.0,0,<5
2020-04-27,Carlingview Manor,,303.0,32.0,<5,5.0
2020-04-27,Case Manor Care Community,,96.0,6.0,0,6.0
2020-04-27,Castleview Wychwood Towers,,456.0,0.0,0,<5
2020-04-27,Cedarvale Terrace,,218.0,0.0,0,<5
2020-04-27,Centre d'Accueil Roger Seguin,,113.0,0.0,0,<5
2020-04-27,Chartwell Aurora Long Term Care Residence,,235.0,26.0,<5,5.0
2020-04-27,Chartwell Ballycliffe Long Term Care Residence,,100.0,39.0,22,27.0
2020-04-27,Chartwell Gibson Long Term Care Residence,,202.0,30.0,8,6.0
2020-04-27,Chartwell Pine Grove Long Term Care Residence,,96.0,0.0,0,<5
2020-04-27,Chartwell Waterford Long Term Care Residence,,168.0,0.0,0,<5
2020-04-27,Chartwell Westbury Long Term Care Residence,,187.0,48.0,12,19.0
2020-04-27,Chartwell White Eagle Long Term Care Residence,,56.0,18.0,11,8.0
2020-04-27,Chartwell Woodhaven Long Term Care Residence,,192.0,0.0,0,0.0
2020-04-27,Cooksville Care Centre,,192.0,16.0,0,5.0
2020-04-27,Copernicus Lodge,,228.0,0.0,0,<5
2020-04-27,Country Village Homes - Woodslee,,104.0,26.0,18,14.0
2020-04-27,Craiglee Nursing Home,,169.0,<5,0,<5
2020-04-27,Dom Lipa,,66.0,<5,0,0.0
2020-04-27,Downsview Long Term Care Centre,,252.0,42.0,<5,9.0
2020-04-27,Dufferin Oaks,,160.0,<5,<5,5.0
2020-04-27,Dundurn Place Care Centre,,201.0,<5,<5,<5
2020-04-27,Eagle Terrace,,70.0,<5,<5,0.0
2020-04-27,Earls Court Village,,128.0,<5,<5,7.0
2020-04-27,Eatonville Care Centre,,247.0,143.0,37,66.0
2020-04-27,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,0.0,0,<5
2020-04-27,Elm Grove Living Centre,,126.0,29.0,12,44.0
2020-04-27,Elmwood Place,,90.0,<5,0,0.0
2020-04-27,Erin Mills Lodge Nursing Home,,86.0,<5,<5,6.0
2020-04-27,Extendicare Bayview,,205.0,62.0,7,10.0
2020-04-27,Extendicare Brampton,,150.0,6.0,0,<5
2020-04-27,Extendicare Guildwood,,169.0,<5,0,0.0
2020-04-27,Extendicare Lakefield,,100.0,0.0,0,<5
2020-04-27,Extendicare Laurier Manor,,242.0,36.0,<5,16.0
2020-04-27,Extendicare Rouge Valley,,192.0,0.0,0,<5
2020-04-27,Extendicare Scarborough,,154.0,0.0,0,<5
2020-04-27,Extendicare Starwood,,192.0,0.0,0,5.0
2020-04-27,Fairview Lodge,,198.0,0.0,0,0.0
2020-04-27,Faith Manor Nursing Home,,120.0,<5,0,0.0
2020-04-27,Forest Heights,,240.0,134.0,31,50.0
2020-04-27,Garden Terrace,,160.0,0.0,0,<5
2020-04-27,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-04-27,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-04-27,Gateway Haven Long Term Care Home,,100.0,0.0,0,<5
2020-04-27,Grace Manor,,120.0,49.0,<5,21.0
2020-04-27,Greenwood Court,,45.0,<5,<5,7.0
2020-04-27,Hampton Terrace Care Centre,,101.0,0.0,0,<5
2020-04-27,Harold and Grace Baker Centre,,120.0,23.0,10,17.0
2020-04-27,Hastings Manor Home for the Aged,,253.0,10.0,0,<5
2020-04-27,Hawthorne Place Care Centre,,269.0,5.0,0,7.0
2020-04-27,Hellenic Home - Scarborough,,128.0,36.0,7,17.0
2020-04-27,Henley Place,,192.0,<5,0,0.0
2020-04-27,Heritage Green Nursing Home,,167.0,9.0,<5,<5
2020-04-27,Heron Terrace Long Term Care Community,,140.0,39.0,<5,15.0
2020-04-27,Hillsdale Terraces,,200.0,29.0,13,13.0
2020-04-27,Humber Valley Terrace,,158.0,6.0,0,0.0
2020-04-27,Ina Grafton Gage Home,,128.0,26.0,11,19.0
2020-04-27,IOOF Seniors Home,,182.0,0.0,0,<5
2020-04-27,Isabel and Arthur Meighen Manor,,168.0,52.0,32,29.0
2020-04-27,Kensington Village,,78.0,<5,5,<5
2020-04-27,Kipling Acres,,337.0,36.0,11,6.0
2020-04-27,Kristus Darzs Latvian Home,,100.0,11.0,<5,<5
2020-04-27,Labdara Lithuanian Nursing Home,,90.0,0.0,0,<5
2020-04-27,Lakeshore Lodge,,150.0,40.0,9,17.0
2020-04-27,Lambton Meadowview Villa,,125.0,0.0,0,<5
2020-04-27,Lanark Heights Long Term Care Centre,,160.0,8.0,<5,5.0
2020-04-27,Mackenzie Health Long Term Care Facility,,168.0,0.0,0,0.0
2020-04-27,MacKenzie Place,,93.0,47.0,6,18.0
2020-04-27,Madonna Care Community,,160.0,38.0,14,18.0
2020-04-27,Main Street Terrace,,150.0,<5,0,0.0
2020-04-27,Malton Village Long Term Care Centre,,160.0,<5,0,<5
2020-04-27,Manoir Marochel,,64.0,10.0,<5,6.0
2020-04-27,Maple View,,29.0,22.0,0,6.0
2020-04-27,Markhaven,,96.0,10.0,15,21.0
2020-04-27,Maynard Nursing Home,,77.0,<5,0,<5
2020-04-27,McCall Centre Long Term Care Interim Unit,,21.0,0.0,0,<5
2020-04-27,Meadow Park (London),,126.0,6.0,0,0.0
2020-04-27,Midland Gardens Care Community,,299.0,<5,<5,<5
2020-04-27,Moira Place Long-Term Care Home,,128.0,0.0,0,<5
2020-04-27,Mon Sheong Home for the Aged,,105.0,27.0,25,16.0
2020-04-27,Montfort,,128.0,46.0,12,16.0
2020-04-27,Northridge,,133.0,<5,0,0.0
2020-04-27,Norwood Nursing Home,,60.0,<5,0,<5
2020-04-27,Orchard Villa,,233.0,144.0,48,60.0
2020-04-27,Owen Hill Care Community,,57.0,0.0,0,<5
2020-04-27,Peel Manor,,177.0,7.0,<5,0.0
2020-04-27,peopleCare A.R. Goudie Kitchener,,80.0,12.0,<5,11.0
2020-04-27,Pinecrest (Plantagenet),,60.0,8.0,0,<5
2020-04-27,Pinecrest Nursing Home (Bobcaygeon),,65.0,33.0,29,32.0
2020-04-27,Pioneer Manor,,433.0,<5,0,0.0
2020-04-27,Post Inn Village,,228.0,<5,0,<5
2020-04-27,Providence Healthcare,,288.0,13.0,<5,6.0
2020-04-27,ReachView Village,,100.0,<5,0,0.0
2020-04-27,Residence Prescott et Russell,,146.0,0.0,0,<5
2020-04-27,Residence Saint-Louis,,198.0,<5,0,<5
2020-04-27,Royal Rose Place,,96.0,40.0,11,29.0
2020-04-27,Royal Terrace,,67.0,<5,0,0.0
2020-04-27,Seven Oaks,,249.0,94.0,34,15.0
2020-04-27,Shelburne Long Term Care Home,,60.0,17.0,5,5.0
2020-04-27,Shepherd Lodge,,252.0,0.0,0,0.0
2020-04-27,Sherbourne Place,,126.0,43.0,14,25.0
2020-04-27,Sheridan Villa,,142.0,<5,<5,<5
2020-04-27,Silverthorn Care Community,,160.0,0.0,0,<5
2020-04-27,Southlake Residential Care Village,,224.0,0.0,0,<5
2020-04-27,St. Clair O'Connor Community Nursing Home,,25.0,<5,8,7.0
2020-04-27,St. George Care Community,,238.0,0.0,0,<5
2020-04-27,St. Joseph's at Fleming,,200.0,<5,0,<5
2020-04-27,St. Joseph's Lifecare Centre,,205.0,0.0,0,<5
2020-04-27,"St. Joseph's Villa, Dundas",,425.0,<5,0,0.0
2020-04-27,"St. Joseph's Villa, Sudbury",,128.0,<5,0,<5
2020-04-27,Stoneridge Manor,,60.0,51.0,6,12.0
2020-04-27,Strathcona Long Term Care,,87.0,0.0,0,<5
2020-04-27,Sun Parlor Home for Senior Citizens,,206.0,0.0,<5,0.0
2020-04-27,Tall Pines Long Term Care Centre,,160.0,0.0,0,<5
2020-04-27,Telfer Place,,45.0,<5,0,0.0
2020-04-27,The Henley House,,160.0,<5,0,0.0
2020-04-27,The Jewish Home for the Aged,,472.0,<5,<5,6.0
2020-04-27,The Kensington Gardens,,350.0,22.0,<5,7.0
2020-04-27,The O'Neill Centre,,162.0,<5,0,0.0
2020-04-27,The Perley and Rideau Veterans' Health Centre,,450.0,6.0,<5,18.0
2020-04-27,The Village at University Gates,,192.0,0.0,<5,<5
2020-04-27,The Village of Erin Meadows,,180.0,43.0,9,21.0
2020-04-27,The Village of Humber Heights,,192.0,9.0,<5,5.0
2020-04-27,The Village of Riverside Glen,,192.0,0.0,0,<5
2020-04-27,The Wexford,,166.0,<5,0,0.0
2020-04-27,The Woodlands of Sunset,,121.0,<5,0,0.0
2020-04-27,Trinity Village Care Centre,,150.0,26.0,<5,25.0
2020-04-27,Ukrainian Canadian Care Centre,,152.0,25.0,<5,<5
2020-04-27,Valleyview Residence,,174.0,6.0,<5,7.0
2020-04-27,Villa Colombo Homes for the Aged,,391.0,<5,0,<5
2020-04-27,Villa Colombo Seniors Centre (Vaughan),,160.0,28.0,7,14.0
2020-04-27,Villa Forum,,160.0,34.0,7,13.0
2020-04-27,Villa Leonardo Gambin,,168.0,30.0,10,7.0
2020-04-27,Vision Nursing Home,,146.0,<5,0,<5
2020-04-27,Wellesley Central Place,,150.0,30.0,11,20.0
2020-04-27,Wesburn Manor,,192.0,<5,0,0.0
2020-04-27,West Park Long Term Care Centre,,200.0,35.0,12,29.0
2020-04-27,Weston Terrace Care Community,,224.0,8.0,<5,7.0
2020-04-27,Winbourne Park,,110.0,0.0,0,<5
2020-04-27,Woods Park Care Centre,,123.0,0.0,0,<5
2020-04-27,Yee Hong Centre - Scarborough McNicoll,,155.0,<5,0,<5
2020-04-28,Almonte Country Haven,,82.0,44.0,25,17.0
2020-04-28,Altamont Care Community,,159.0,78.0,39,57.0
2020-04-28,Anson Place Care Centre,,61.0,28.0,23,33.0
2020-04-28,Bay Ridges,,124.0,0.0,0,<5
2020-04-28,Belmont House,,140.0,25.0,0,<5
2020-04-28,Bendale Acres,,302.0,0.0,0,<5
2020-04-28,Bethany Lodge,,128.0,<5,<5,<5
2020-04-28,Blue Water Rest Home,,65.0,<5,0,0.0
2020-04-28,Bradford Valley Care Community,,246.0,20.0,7,10.0
2020-04-28,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,,144.0,0.0,0,<5
2020-04-28,Burton Manor,,128.0,24.0,<5,9.0
2020-04-28,Camilla Care Community,,236.0,114.0,7,29.0
2020-04-28,Caressant Care Courtland,,55.0,0.0,0,<5
2020-04-28,Caressant Care Fergus Nursing Home,,87.0,0.0,0,0.0
2020-04-28,Caressant Care on Bonnie Place,,116.0,0.0,0,<5
2020-04-28,Carlingview Manor,,303.0,119.0,12,50.0
2020-04-28,Case Manor Care Community,,96.0,6.0,0,6.0
2020-04-28,Castleview Wychwood Towers,,456.0,0.0,0,<5
2020-04-28,Cedarvale Terrace,,218.0,0.0,0,<5
2020-04-28,Centre d'Accueil Roger Seguin,,113.0,0.0,0,<5
2020-04-28,Chartwell Aurora Long Term Care Residence,,235.0,26.0,<5,5.0
2020-04-28,Chartwell Ballycliffe Long Term Care Residence,,100.0,38.0,23,28.0
2020-04-28,Chartwell Elmira Long Term Care Residence,,48.0,<5,0,0.0
2020-04-28,Chartwell Gibson Long Term Care Residence,,202.0,30.0,8,6.0
2020-04-28,Chartwell Pine Grove Long Term Care Residence,,96.0,0.0,0,<5
2020-04-28,Chartwell Waterford Long Term Care Residence,,168.0,0.0,0,<5
2020-04-28,Chartwell Westbury Long Term Care Residence,,187.0,48.0,12,19.0
2020-04-28,Chartwell White Eagle Long Term Care Residence,,56.0,18.0,11,8.0
2020-04-28,Chartwell Woodhaven Long Term Care Residence,,192.0,0.0,0,0.0
2020-04-28,Cooksville Care Centre,,192.0,16.0,0,5.0
2020-04-28,Copernicus Lodge,,228.0,0.0,0,<5
2020-04-28,Country Village Homes - Woodslee,,104.0,26.0,18,14.0
2020-04-28,Craiglee Nursing Home,,169.0,<5,0,5.0
2020-04-28,Dom Lipa,,66.0,<5,0,0.0
2020-04-28,Downsview Long Term Care Centre,,252.0,42.0,<5,9.0
2020-04-28,Dufferin Oaks,,160.0,<5,<5,5.0
2020-04-28,Dundurn Place Care Centre,,201.0,<5,<5,<5
2020-04-28,Eagle Terrace,,70.0,<5,<5,0.0
2020-04-28,Earls Court Village,,128.0,<5,<5,7.0
2020-04-28,Eatonville Care Centre,,247.0,143.0,37,66.0
2020-04-28,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,6.0,0,<5
2020-04-28,Elm Grove Living Centre,,126.0,29.0,12,44.0
2020-04-28,Elmwood Place,,90.0,<5,0,0.0
2020-04-28,Erin Mills Lodge Nursing Home,,86.0,<5,<5,6.0
2020-04-28,Extendicare Bayview,,205.0,62.0,7,10.0
2020-04-28,Extendicare Brampton,,150.0,6.0,0,<5
2020-04-28,Extendicare Guildwood,,169.0,<5,0,0.0
2020-04-28,Extendicare Lakefield,,100.0,0.0,0,<5
2020-04-28,Extendicare Laurier Manor,,242.0,31.0,9,30.0
2020-04-28,Extendicare Rouge Valley,,192.0,0.0,0,<5
2020-04-28,Extendicare Scarborough,,154.0,<5,<5,6.0
2020-04-28,Extendicare Southwood Lakes,,150.0,0.0,0,<5
2020-04-28,Extendicare Starwood,,192.0,0.0,0,5.0
2020-04-28,Fairview Lodge,,198.0,0.0,0,0.0
2020-04-28,Faith Manor Nursing Home,,120.0,<5,0,0.0
2020-04-28,Forest Heights,,240.0,137.0,35,50.0
2020-04-28,Fountain View Care Community,,158.0,0.0,0,<5
2020-04-28,Franklin Gardens Long Term Care Home,,120.0,<5,0,<5
2020-04-28,Garden Terrace,,160.0,0.0,0,<5
2020-04-28,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-04-28,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-04-28,Grace Manor,,120.0,46.0,<5,22.0
2020-04-28,Grace Villa Nursing Home,,184.0,0.0,0,<5
2020-04-28,Greenwood Court,,45.0,<5,<5,7.0
2020-04-28,Hampton Terrace Care Centre,,101.0,0.0,0,<5
2020-04-28,Harold and Grace Baker Centre,,120.0,40.0,10,19.0
2020-04-28,Hastings Manor Home for the Aged,,253.0,9.0,<5,5.0
2020-04-28,Hawthorne Place Care Centre,,269.0,47.0,9,38.0
2020-04-28,Hellenic Home - Scarborough,,128.0,36.0,7,17.0
2020-04-28,Henley Place,,192.0,<5,0,0.0
2020-04-28,Heron Terrace Long Term Care Community,,140.0,38.0,12,18.0
2020-04-28,Hillsdale Terraces,,200.0,29.0,13,13.0
2020-04-28,Humber Valley Terrace,,158.0,6.0,0,0.0
2020-04-28,Ina Grafton Gage Home,,128.0,25.0,12,25.0
2020-04-28,IOOF Seniors Home,,182.0,0.0,0,<5
2020-04-28,Isabel and Arthur Meighen Manor,,168.0,52.0,32,29.0
2020-04-28,Kensington Village,,78.0,<5,5,<5
2020-04-28,Kipling Acres,,337.0,36.0,11,6.0
2020-04-28,Kristus Darzs Latvian Home,,100.0,11.0,<5,<5
2020-04-28,Labdara Lithuanian Nursing Home,,90.0,0.0,0,<5
2020-04-28,Lakeshore Lodge,,150.0,40.0,9,17.0
2020-04-28,Lambton Meadowview Villa,,125.0,0.0,0,<5
2020-04-28,Lanark Heights Long Term Care Centre,,160.0,8.0,<5,5.0
2020-04-28,Mackenzie Health Long Term Care Facility,,168.0,0.0,0,0.0
2020-04-28,MacKenzie Place,,93.0,47.0,6,18.0
2020-04-28,Madonna Care Community,,160.0,42.0,18,18.0
2020-04-28,Main Street Terrace,,150.0,<5,0,0.0
2020-04-28,Malton Village Long Term Care Centre,,160.0,<5,0,<5
2020-04-28,Manoir Marochel,,64.0,10.0,<5,6.0
2020-04-28,Maple View,,29.0,22.0,0,6.0
2020-04-28,Markhaven,,96.0,10.0,15,21.0
2020-04-28,Maynard Nursing Home,,77.0,<5,0,<5
2020-04-28,McCall Centre Long Term Care Interim Unit,,21.0,0.0,0,<5
2020-04-28,Meadow Park (London),,126.0,6.0,0,0.0
2020-04-28,Midland Gardens Care Community,,299.0,<5,<5,<5
2020-04-28,Moira Place Long-Term Care Home,,128.0,0.0,0,<5
2020-04-28,Mon Sheong Home for the Aged,,105.0,22.0,25,16.0
2020-04-28,Montfort,,128.0,54.0,17,18.0
2020-04-28,Northridge,,133.0,<5,0,0.0
2020-04-28,Norwood Nursing Home,,60.0,<5,0,<5
2020-04-28,Orchard Villa,,233.0,144.0,48,60.0
2020-04-28,Owen Hill Care Community,,57.0,0.0,0,<5
2020-04-28,Peel Manor,,177.0,7.0,<5,0.0
2020-04-28,peopleCare A.R. Goudie Kitchener,,80.0,14.0,<5,12.0
2020-04-28,Pinecrest (Plantagenet),,60.0,8.0,0,<5
2020-04-28,Pinecrest Nursing Home (Bobcaygeon),,65.0,33.0,29,32.0
2020-04-28,Pioneer Manor,,433.0,<5,0,<5
2020-04-28,Post Inn Village,,228.0,<5,0,<5
2020-04-28,Providence Healthcare,,288.0,13.0,<5,6.0
2020-04-28,ReachView Village,,100.0,<5,0,0.0
2020-04-28,Residence Saint-Louis,,198.0,11.0,<5,<5
2020-04-28,River Glen Haven Nursing Home,,119.0,8.0,0,0.0
2020-04-28,Royal Rose Place,,96.0,40.0,11,29.0
2020-04-28,Royal Terrace,,67.0,<5,0,0.0
2020-04-28,Seven Oaks,,249.0,94.0,34,15.0
2020-04-28,Shelburne Long Term Care Home,,60.0,17.0,5,5.0
2020-04-28,Shepherd Lodge,,252.0,0.0,0,0.0
2020-04-28,Sherbourne Place,,126.0,46.0,15,26.0
2020-04-28,Sheridan Villa,,142.0,<5,<5,<5
2020-04-28,Silverthorn Care Community,,160.0,0.0,0,<5
2020-04-28,Southlake Residential Care Village,,224.0,0.0,0,<5
2020-04-28,St. Clair O'Connor Community Nursing Home,,25.0,<5,8,7.0
2020-04-28,St. George Care Community,,238.0,0.0,0,<5
2020-04-28,St. Joseph's at Fleming,,200.0,<5,0,<5
2020-04-28,St. Joseph's Lifecare Centre,,205.0,0.0,0,<5
2020-04-28,"St. Joseph's Villa, Dundas",,425.0,<5,0,0.0
2020-04-28,"St. Joseph's Villa, Sudbury",,128.0,<5,0,<5
2020-04-28,Stirling Heights,,110.0,0.0,0,<5
2020-04-28,Stoneridge Manor,,60.0,51.0,6,12.0
2020-04-28,Strathcona Long Term Care,,87.0,0.0,0,<5
2020-04-28,Sumac Lodge,,100.0,0.0,0,<5
2020-04-28,Sun Parlor Home for Senior Citizens,,206.0,0.0,<5,0.0
2020-04-28,Tall Pines Long Term Care Centre,,160.0,0.0,0,<5
2020-04-28,Telfer Place,,45.0,<5,0,0.0
2020-04-28,The Henley House,,160.0,<5,0,0.0
2020-04-28,The Jewish Home for the Aged,,472.0,<5,<5,6.0
2020-04-28,The Kensington Gardens,,350.0,22.0,<5,7.0
2020-04-28,The O'Neill Centre,,162.0,<5,0,0.0
2020-04-28,The Perley and Rideau Veterans' Health Centre,,450.0,7.0,<5,24.0
2020-04-28,The Village of Erin Meadows,,180.0,43.0,9,21.0
2020-04-28,The Village of Humber Heights,,192.0,9.0,<5,6.0
2020-04-28,The Village of Riverside Glen,,192.0,0.0,0,<5
2020-04-28,The Wexford,,166.0,<5,0,0.0
2020-04-28,The Woodlands of Sunset,,121.0,<5,0,0.0
2020-04-28,Trinity Village Care Centre,,150.0,31.0,5,28.0
2020-04-28,Ukrainian Canadian Care Centre,,152.0,25.0,<5,<5
2020-04-28,Valleyview Residence,,174.0,6.0,<5,7.0
2020-04-28,Villa Colombo Homes for the Aged,,391.0,<5,0,<5
2020-04-28,Villa Colombo Seniors Centre (Vaughan),,160.0,28.0,7,14.0
2020-04-28,Villa Forum,,160.0,38.0,8,19.0
2020-04-28,Villa Leonardo Gambin,,168.0,30.0,10,7.0
2020-04-28,Vision Nursing Home,,146.0,<5,0,<5
2020-04-28,Wellesley Central Place,,150.0,38.0,14,22.0
2020-04-28,Wesburn Manor,,192.0,<5,0,0.0
2020-04-28,West Park Long Term Care Centre,,200.0,35.0,12,29.0
2020-04-28,Weston Terrace Care Community,,224.0,8.0,<5,7.0
2020-04-28,Winbourne Park,,110.0,0.0,0,<5
2020-04-28,Woods Park Care Centre,,123.0,0.0,0,<5
2020-04-28,Yee Hong Centre - Scarborough McNicoll,,155.0,<5,0,<5
2020-04-29,Almonte Country Haven,,82.0,44.0,25,19.0
2020-04-29,Altamont Care Community,,159.0,78.0,39,57.0
2020-04-29,Anson Place Care Centre,,61.0,28.0,23,32.0
2020-04-29,Bay Ridges,,124.0,0.0,0,<5
2020-04-29,Belmont House,,140.0,25.0,0,<5
2020-04-29,Belmont Long Term Care Facility,,128.0,12.0,0,0.0
2020-04-29,Bendale Acres,,302.0,0.0,0,<5
2020-04-29,Bethany Lodge,,128.0,<5,<5,<5
2020-04-29,Blue Water Rest Home,,65.0,<5,0,0.0
2020-04-29,Bradford Valley Care Community,,246.0,10.0,8,<5
2020-04-29,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,,144.0,0.0,0,<5
2020-04-29,Burton Manor,,128.0,24.0,<5,9.0
2020-04-29,Camilla Care Community,,236.0,121.0,21,37.0
2020-04-29,Caressant Care Courtland,,55.0,0.0,0,<5
2020-04-29,Caressant Care Fergus Nursing Home,,87.0,0.0,0,0.0
2020-04-29,Caressant Care on Bonnie Place,,116.0,0.0,0,<5
2020-04-29,Carlingview Manor,,303.0,119.0,12,50.0
2020-04-29,Case Manor Care Community,,96.0,6.0,0,6.0
2020-04-29,Castleview Wychwood Towers,,456.0,0.0,0,<5
2020-04-29,Cedarvale Terrace,,218.0,0.0,0,<5
2020-04-29,Centre d'Accueil Roger Seguin,,113.0,0.0,0,<5
2020-04-29,Chartwell Aurora Long Term Care Residence,,235.0,32.0,6,6.0
2020-04-29,Chartwell Ballycliffe Long Term Care Residence,,100.0,37.0,24,28.0
2020-04-29,Chartwell Elmira Long Term Care Residence,,48.0,<5,0,0.0
2020-04-29,Chartwell Gibson Long Term Care Residence,,202.0,31.0,9,10.0
2020-04-29,Chartwell Pine Grove Long Term Care Residence,,96.0,0.0,0,<5
2020-04-29,Chartwell Waterford Long Term Care Residence,,168.0,0.0,0,<5
2020-04-29,Chartwell Westbury Long Term Care Residence,,187.0,54.0,13,22.0
2020-04-29,Chartwell White Eagle Long Term Care Residence,,56.0,18.0,11,8.0
2020-04-29,Chartwell Woodhaven Long Term Care Residence,,192.0,0.0,0,0.0
2020-04-29,Cooksville Care Centre,,192.0,16.0,0,5.0
2020-04-29,Copernicus Lodge,,228.0,0.0,0,<5
2020-04-29,Country Village Homes - Woodslee,,104.0,13.0,18,13.0
2020-04-29,Craiglee Nursing Home,,169.0,<5,0,5.0
2020-04-29,Dom Lipa,,66.0,<5,0,0.0
2020-04-29,Downsview Long Term Care Centre,,252.0,44.0,6,26.0
2020-04-29,Dufferin Oaks,,160.0,<5,<5,<5
2020-04-29,Dundurn Place Care Centre,,201.0,<5,<5,<5
2020-04-29,Eagle Terrace,,70.0,<5,<5,0.0
2020-04-29,Earls Court Village,,128.0,9.0,<5,8.0
2020-04-29,Eatonville Care Centre,,247.0,143.0,39,88.0
2020-04-29,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,6.0,0,<5
2020-04-29,Elm Grove Living Centre,,126.0,29.0,12,44.0
2020-04-29,Elmwood Place,,90.0,<5,0,0.0
2020-04-29,Erin Mills Lodge Nursing Home,,86.0,<5,<5,6.0
2020-04-29,Extendicare Bayview,,205.0,62.0,7,10.0
2020-04-29,Extendicare Brampton,,150.0,13.0,<5,<5
2020-04-29,Extendicare Guildwood,,169.0,<5,0,0.0
2020-04-29,Extendicare Lakefield,,100.0,0.0,0,<5
2020-04-29,Extendicare Laurier Manor,,242.0,38.0,11,32.0
2020-04-29,Extendicare Rouge Valley,,192.0,0.0,0,<5
2020-04-29,Extendicare Scarborough,,154.0,<5,<5,6.0
2020-04-29,Extendicare Southwood Lakes,,150.0,0.0,0,<5
2020-04-29,Extendicare Starwood,,192.0,0.0,0,5.0
2020-04-29,Extendicare York,,288.0,0.0,0,<5
2020-04-29,Fairview Lodge,,198.0,0.0,0,0.0
2020-04-29,Faith Manor Nursing Home,,120.0,<5,0,0.0
2020-04-29,Forest Heights,,240.0,137.0,35,50.0
2020-04-29,Fountain View Care Community,,158.0,0.0,0,<5
2020-04-29,Franklin Gardens Long Term Care Home,,120.0,<5,0,<5
2020-04-29,Garden Terrace,,160.0,0.0,0,<5
2020-04-29,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-04-29,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-04-29,Grace Manor,,120.0,46.0,<5,24.0
2020-04-29,Grace Villa Nursing Home,,184.0,0.0,0,<5
2020-04-29,Greenwood Court,,45.0,0.0,<5,<5
