"date","category_grouped","outbreak_subgroup","TOTAL_CASES"
"2020-11-17","1 Congregate Care","Retirement Home",13
"2020-11-17","2 Congregate Living","Congregate other",3
"2020-11-17","2 Congregate Living","Group Home/Supportive Housing",2
"2020-11-17","3 Education","Child care",1
"2020-11-17","3 Education","School - Elementary",10
"2020-11-17","3 Education","School - Secondary",5
"2020-11-17","4 Workplace","Medical/Health Service",2
"2020-11-17","4 Workplace","Retail",1
"2020-11-17","4 Workplace","Workplace - Other",15
"2020-11-17","5 Recreational","Other recreation",5
"2020-11-17","5 Recreational","Recreational fitness",8
"2020-11-17","6 Other/Unknown","Other",4
"2020-11-18","1 Congregate Care","Hospital",8
"2020-11-18","1 Congregate Care","Long-Term Care Home",27
"2020-11-18","1 Congregate Care","Retirement Home",13
"2020-11-18","2 Congregate Living","Congregate other",1
"2020-11-18","2 Congregate Living","Group Home/Supportive Housing",4
"2020-11-18","2 Congregate Living","Shelter",2
"2020-11-18","3 Education","Child care",4
"2020-11-18","3 Education","School - Elementary",16
"2020-11-18","3 Education","School - Elementary/Secondary",3
"2020-11-18","3 Education","School - Secondary",2
"2020-11-18","4 Workplace","Medical/Health Service",10
"2020-11-18","4 Workplace","Retail",1
"2020-11-18","4 Workplace","Workplace - Food Processing",4
"2020-11-18","4 Workplace","Workplace - Other",17
"2020-11-18","5 Recreational","Bar/restaurant/nightclub",2
"2020-11-18","5 Recreational","Other recreation",3
"2020-11-18","5 Recreational","Recreational fitness",9
"2020-11-18","6 Other/Unknown","Other",5
"2020-11-19","1 Congregate Care","Hospital",8
"2020-11-19","1 Congregate Care","Long-Term Care Home",33
"2020-11-19","1 Congregate Care","Retirement Home",20
"2020-11-19","2 Congregate Living","Congregate other",8
"2020-11-19","2 Congregate Living","Group Home/Supportive Housing",1
"2020-11-19","2 Congregate Living","Shelter",1
"2020-11-19","3 Education","Child care",1
"2020-11-19","3 Education","School - Elementary",7
"2020-11-19","3 Education","School - Post-secondary",1
"2020-11-19","3 Education","School - Secondary",3
"2020-11-19","4 Workplace","Medical/Health Service",3
"2020-11-19","4 Workplace","Retail",1
"2020-11-19","4 Workplace","Workplace - Food Processing",2
"2020-11-19","4 Workplace","Workplace - Other",29
"2020-11-19","5 Recreational","Other recreation",1
"2020-11-19","5 Recreational","Recreational fitness",10
"2020-11-19","6 Other/Unknown","Other",8
"2020-11-20","1 Congregate Care","Hospital",4
"2020-11-20","1 Congregate Care","Long-Term Care Home",37
"2020-11-20","1 Congregate Care","Retirement Home",12
"2020-11-20","2 Congregate Living","Congregate other",7
"2020-11-20","2 Congregate Living","Group Home/Supportive Housing",4
"2020-11-20","2 Congregate Living","Shelter",1
"2020-11-20","3 Education","Child care",1
"2020-11-20","3 Education","School - Elementary",38
"2020-11-20","3 Education","School - Secondary",4
"2020-11-20","4 Workplace","Medical/Health Service",1
"2020-11-20","4 Workplace","Retail",1
"2020-11-20","4 Workplace","Workplace - Food Processing",1
"2020-11-20","4 Workplace","Workplace - Other",29
"2020-11-20","5 Recreational","Bar/restaurant/nightclub",1
"2020-11-20","5 Recreational","Other recreation",1
"2020-11-20","5 Recreational","Recreational fitness",2
"2020-11-20","6 Other/Unknown","Other",9
"2020-11-21","1 Congregate Care","Hospital",9
"2020-11-21","1 Congregate Care","Long-Term Care Home",43
"2020-11-21","1 Congregate Care","Retirement Home",7
"2020-11-21","2 Congregate Living","Congregate other",8
"2020-11-21","2 Congregate Living","Group Home/Supportive Housing",4
"2020-11-21","3 Education","Child care",1
"2020-11-21","3 Education","School - Elementary",16
"2020-11-21","3 Education","School - Secondary",3
"2020-11-21","4 Workplace","Retail",1
"2020-11-21","4 Workplace","Workplace - Other",13
"2020-11-21","5 Recreational","Bar/restaurant/nightclub",4
"2020-11-21","5 Recreational","Recreational fitness",3
"2020-11-21","6 Other/Unknown","Other",4
"2020-11-22","1 Congregate Care","Hospital",8
"2020-11-22","1 Congregate Care","Long-Term Care Home",56
"2020-11-22","1 Congregate Care","Retirement Home",7
"2020-11-22","2 Congregate Living","Congregate other",1
"2020-11-22","2 Congregate Living","Group Home/Supportive Housing",1
"2020-11-22","3 Education","School - Elementary",16
"2020-11-22","3 Education","School - Elementary/Secondary",1
"2020-11-22","3 Education","School - Post-secondary",1
"2020-11-22","3 Education","School - Secondary",8
"2020-11-22","4 Workplace","Retail",2
"2020-11-22","4 Workplace","Workplace - Food Processing",1
"2020-11-22","4 Workplace","Workplace - Other",11
"2020-11-22","5 Recreational","Other recreation",3
"2020-11-22","5 Recreational","Recreational fitness",5
"2020-11-22","6 Other/Unknown","Other",2
"2020-11-23","1 Congregate Care","Hospital",13
"2020-11-23","1 Congregate Care","Long-Term Care Home",41
"2020-11-23","1 Congregate Care","Retirement Home",8
"2020-11-23","2 Congregate Living","Congregate other",5
"2020-11-23","2 Congregate Living","Shelter",1
"2020-11-23","3 Education","Child care",1
"2020-11-23","3 Education","School - Elementary",14
"2020-11-23","3 Education","School - Secondary",2
"2020-11-23","4 Workplace","Medical/Health Service",3
"2020-11-23","4 Workplace","Retail",1
"2020-11-23","4 Workplace","Workplace - Farm",3
"2020-11-23","4 Workplace","Workplace - Food Processing",1
"2020-11-23","4 Workplace","Workplace - Other",6
"2020-11-23","5 Recreational","Bar/restaurant/nightclub",1
"2020-11-23","5 Recreational","Other recreation",1
"2020-11-23","5 Recreational","Recreational fitness",5
"2020-11-23","6 Other/Unknown","Other",4
"2020-11-24","1 Congregate Care","Hospital",7
"2020-11-24","1 Congregate Care","Long-Term Care Home",33
"2020-11-24","1 Congregate Care","Retirement Home",8
"2020-11-24","2 Congregate Living","Congregate other",4
"2020-11-24","2 Congregate Living","Group Home/Supportive Housing",3
"2020-11-24","3 Education","School - Elementary",10
"2020-11-24","3 Education","School - Secondary",4
"2020-11-24","4 Workplace","Workplace - Other",3
"2020-11-24","5 Recreational","Bar/restaurant/nightclub",1
"2020-11-24","5 Recreational","Recreational fitness",6
"2020-11-24","6 Other/Unknown","Other",2
"2020-11-25","1 Congregate Care","Hospital",2
"2020-11-25","1 Congregate Care","Long-Term Care Home",25
"2020-11-25","1 Congregate Care","Retirement Home",3
"2020-11-25","3 Education","School - Elementary",2
"2020-11-25","4 Workplace","Workplace - Food Processing",1
"2020-11-25","4 Workplace","Workplace - Other",1
"2020-11-25","5 Recreational","Recreational fitness",2

