ï»¿Report_Data_Extracted,LTC_Home,City,Beds,Total_LTC_Resident_Deaths
2020-05-07,Chartwell Elmira Long Term Care Residence,Elmira,48.0,0
2020-05-07,Chartwell Westmount Long Term Care Residence,Kitchener,160.0,0
2020-05-07,Chelsey Park,London,247.0,0
2020-05-07,Clarion Nursing Home,Stoney Creek,100.0,0
2020-05-07,Douglas H. Rapelje Lodge,Welland,120.0,0
2020-05-07,Ehatare Nursing Home,Scarborough,32.0,0
2020-05-07,Extendicare Timmins,Timmins,180.0,0
2020-05-07,Fairview Lodge,Whitby,198.0,0
2020-05-07,Garden City Manor,St. Catharines,200.0,0
2020-05-07,Grace Villa Nursing Home,Hamilton,184.0,0
2020-05-07,Hallowell House,Picton,97.0,0
2020-05-07,Hampton Terrace Care Centre,Burlington,101.0,0
2020-05-07,Hillside Manor,Stratford,90.0,0
2020-05-07,IOOF Seniors Home,Barrie,182.0,0
2020-05-07,Lakeview Manor,Beaverton,149.0,0
2020-05-07,Lambton Meadowview Villa,Petrolia,125.0,0
2020-05-07,Maple View,Owen Sound,29.0,0
2020-05-07,Miramichi Lodge,Pembroke,166.0,0
2020-05-07,Mount Hope Centre for Long Term Care,London,394.0,0
2020-05-07,Northridge,Oakville,133.0,0
2020-05-07,Norview Lodge,Simcoe,179.0,0
2020-05-07,Providence Manor,Kingston,243.0,0
2020-05-07,Riverside Place,Windsor,96.0,0
2020-05-07,Riverview Manor Nursing Home,Peterborough,124.0,0
2020-05-07,Rosebridge Manor,Jasper,78.0,0
2020-05-07,Saint Luke's Place,Cambridge,114.0,0
2020-05-07,Shalom Manor Long Term Care Home,Grimsby,144.0,0
2020-05-07,Shepherd Lodge,Toronto,252.0,0
2020-05-07,Spencer House,Orillia,160.0,0
2020-05-07,Sprucedale Care Centre,Strathroy,96.0,0
2020-05-07,St. Andrew's Terrace Long Term Care Community,Cambridge,128.0,0
2020-05-07,"St. Joseph's Villa, Dundas",Dundas,425.0,0
2020-05-07,Stirling Heights,Cambridge,110.0,0
2020-05-07,Sumac Lodge,Sarnia,100.0,0
2020-05-07,Tendercare Living Centre,Scarborough,254.0,<5
2020-05-07,The Woodlands of Sunset,Welland,121.0,0
2020-05-07,Villa Marconi,Ottawa,128.0,0
2020-05-07,Wellington Terrace Long-Term Care Home,Fergus,176.0,0
2020-05-07,Westside,Etobicoke,242.0,<5
2020-05-07,Winbourne Park,Ajax,110.0,0
2020-05-07,Woods Park Care Centre,Barrie,123.0,0
2020-05-07,Yee Hong Centre - Markham,Markham,200.0,0
2020-05-07,Yee Hong Centre - Scarborough McNicoll,Scarborough,155.0,0
2020-05-08,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0
2020-05-08,Allendale,Milton,200.0,0
2020-05-08,Bay Ridges,Pickering,124.0,0
2020-05-08,Belmont Long Term Care Facility,Belleville,128.0,0
2020-05-08,Caressant Care Fergus Nursing Home,Fergus,87.0,0
2020-05-08,Caressant Care on Bonnie Place,St Thomas,116.0,0
2020-05-08,Case Manor Care Community,Bobcaygeon,96.0,0
2020-05-08,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,0
2020-05-08,Chartwell Elmira Long Term Care Residence,Elmira,48.0,0
2020-05-08,Chartwell Westmount Long Term Care Residence,Kitchener,160.0,0
2020-05-08,Chelsey Park,London,247.0,0
2020-05-08,Clarion Nursing Home,Stoney Creek,100.0,0
2020-05-08,Douglas H. Rapelje Lodge,Welland,120.0,0
2020-05-08,Ehatare Nursing Home,Scarborough,32.0,0
2020-05-08,Extendicare Rouge Valley,Toronto,192.0,0
2020-05-08,Extendicare Timmins,Timmins,180.0,0
2020-05-08,Fairview Lodge,Whitby,198.0,0
2020-05-08,Garden City Manor,St. Catharines,200.0,0
2020-05-08,Grace Villa Nursing Home,Hamilton,184.0,0
2020-05-08,Hallowell House,Picton,97.0,0
2020-05-08,Hampton Terrace Care Centre,Burlington,101.0,0
2020-05-08,Hillside Manor,Stratford,90.0,0
2020-05-08,IOOF Seniors Home,Barrie,182.0,0
2020-05-08,Lakeview Manor,Beaverton,149.0,0
2020-05-08,Lambton Meadowview Villa,Petrolia,125.0,0
2020-05-08,Maple View,Owen Sound,29.0,0
2020-05-08,Miramichi Lodge,Pembroke,166.0,0
2020-05-08,Moira Place Long-Term Care Home,Tweed,128.0,0
2020-05-08,Mount Hope Centre for Long Term Care,London,394.0,0
2020-05-08,Northridge,Oakville,133.0,0
2020-05-08,Norview Lodge,Simcoe,179.0,0
2020-05-08,Providence Manor,Kingston,243.0,0
2020-05-08,Riverside Place,Windsor,96.0,0
2020-05-08,Riverview Manor Nursing Home,Peterborough,124.0,0
2020-05-08,Rosebridge Manor,Jasper,78.0,0
2020-05-08,Saint Luke's Place,Cambridge,114.0,0
2020-05-08,Shalom Manor Long Term Care Home,Grimsby,144.0,0
2020-05-08,Shepherd Lodge,Toronto,252.0,0
2020-05-08,Spencer House,Orillia,160.0,0
2020-05-08,Sprucedale Care Centre,Strathroy,96.0,0
2020-05-08,St. Andrew's Terrace Long Term Care Community,Cambridge,128.0,0
2020-05-08,"St. Joseph's Villa, Dundas",Dundas,425.0,0
2020-05-08,Stirling Heights,Cambridge,110.0,0
2020-05-08,Sumac Lodge,Sarnia,100.0,0
2020-05-08,Tendercare Living Centre,Scarborough,254.0,<5
2020-05-08,The Woodlands of Sunset,Welland,121.0,0
2020-05-08,Villa Marconi,Ottawa,128.0,0
2020-05-08,Wellington Terrace Long-Term Care Home,Fergus,176.0,0
2020-05-08,Westside,Etobicoke,242.0,<5
2020-05-08,Winbourne Park,Ajax,110.0,0
2020-05-08,Woods Park Care Centre,Barrie,123.0,0
2020-05-08,Yee Hong Centre - Markham,Markham,200.0,0
2020-05-08,Yee Hong Centre - Scarborough McNicoll,Scarborough,155.0,0
2020-05-09,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0
2020-05-09,Allendale,Milton,200.0,0
2020-05-09,Bay Ridges,Pickering,124.0,0
2020-05-09,Belmont Long Term Care Facility,Belleville,128.0,0
2020-05-09,Caressant Care Fergus Nursing Home,Fergus,87.0,0
2020-05-09,Caressant Care on Bonnie Place,St Thomas,116.0,0
2020-05-09,Case Manor Care Community,Bobcaygeon,96.0,0
2020-05-09,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,0
2020-05-09,Chartwell Elmira Long Term Care Residence,Elmira,48.0,0
2020-05-09,Chartwell Westmount Long Term Care Residence,Kitchener,160.0,0
2020-05-09,Chelsey Park,London,247.0,0
2020-05-09,Clarion Nursing Home,Stoney Creek,100.0,0
2020-05-09,Douglas H. Rapelje Lodge,Welland,120.0,0
2020-05-09,Ehatare Nursing Home,Scarborough,32.0,0
2020-05-09,Extendicare Lakefield,Lakefield,100.0,0
2020-05-09,Extendicare Rouge Valley,Toronto,192.0,0
2020-05-09,Extendicare Timmins,Timmins,180.0,0
2020-05-09,Fairview Lodge,Whitby,198.0,0
2020-05-09,Garden City Manor,St. Catharines,200.0,0
2020-05-09,Grace Villa Nursing Home,Hamilton,184.0,0
2020-05-09,Hallowell House,Picton,97.0,0
2020-05-09,Hampton Terrace Care Centre,Burlington,101.0,0
2020-05-09,Hillsdale Terraces,Oshawa,200.0,13
2020-05-09,Hillside Manor,Stratford,90.0,0
2020-05-09,IOOF Seniors Home,Barrie,182.0,0
2020-05-09,Lakeview Manor,Beaverton,149.0,0
2020-05-09,Lambton Meadowview Villa,Petrolia,125.0,0
2020-05-09,Macassa  Lodge,Hamilton,270.0,0
2020-05-09,Maple View,Owen Sound,29.0,0
2020-05-09,Miramichi Lodge,Pembroke,166.0,0
2020-05-09,Moira Place Long-Term Care Home,Tweed,128.0,0
2020-05-09,Mount Hope Centre for Long Term Care,London,394.0,0
2020-05-09,Northridge,Oakville,133.0,0
2020-05-09,Norview Lodge,Simcoe,179.0,0
2020-05-09,Providence Healthcare,Scarborough,288.0,<5
2020-05-09,Providence Manor,Kingston,243.0,0
2020-05-09,Riverside Place,Windsor,96.0,0
2020-05-09,Riverview Manor Nursing Home,Peterborough,124.0,0
2020-05-09,Rosebridge Manor,Jasper,78.0,0
2020-05-09,Saint Luke's Place,Cambridge,114.0,0
2020-05-09,Shalom Manor Long Term Care Home,Grimsby,144.0,0
2020-05-09,Shepherd Lodge,Toronto,252.0,0
2020-05-09,Spencer House,Orillia,160.0,0
2020-05-09,Sprucedale Care Centre,Strathroy,96.0,0
2020-05-09,St. Andrew's Terrace Long Term Care Community,Cambridge,128.0,0
2020-05-09,"St. Joseph's Villa, Dundas",Dundas,425.0,0
2020-05-09,Stirling Heights,Cambridge,110.0,0
2020-05-09,Sumac Lodge,Sarnia,100.0,0
2020-05-09,Tendercare Living Centre,Scarborough,254.0,<5
2020-05-09,The Wexford,Scarborough,166.0,0
2020-05-09,The Woodlands of Sunset,Welland,121.0,0
2020-05-09,Villa Marconi,Ottawa,128.0,0
2020-05-09,Wellington Terrace Long-Term Care Home,Fergus,176.0,0
2020-05-09,Westside,Etobicoke,242.0,<5
2020-05-09,Winbourne Park,Ajax,110.0,0
2020-05-09,Woods Park Care Centre,Barrie,123.0,0
2020-05-09,Yee Hong Centre - Markham,Markham,200.0,0
2020-05-09,Yee Hong Centre - Scarborough McNicoll,Scarborough,155.0,0
2020-05-10,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0
2020-05-10,Allendale,Milton,200.0,0
2020-05-10,Bay Ridges,Pickering,124.0,0
2020-05-10,Belmont Long Term Care Facility,Belleville,128.0,0
2020-05-10,Caressant Care Fergus Nursing Home,Fergus,87.0,0
2020-05-10,Caressant Care on Bonnie Place,St Thomas,116.0,0
2020-05-10,Case Manor Care Community,Bobcaygeon,96.0,0
2020-05-10,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,0
2020-05-10,Chartwell Elmira Long Term Care Residence,Elmira,48.0,0
2020-05-10,Chelsey Park,London,247.0,0
2020-05-10,Clarion Nursing Home,Stoney Creek,100.0,0
2020-05-10,Douglas H. Rapelje Lodge,Welland,120.0,0
2020-05-10,Ehatare Nursing Home,Scarborough,32.0,0
2020-05-10,Extendicare Lakefield,Lakefield,100.0,0
2020-05-10,Extendicare Rouge Valley,Toronto,192.0,0
2020-05-10,Extendicare Timmins,Timmins,180.0,0
2020-05-10,Fairview Lodge,Whitby,198.0,0
2020-05-10,Garden City Manor,St. Catharines,200.0,0
2020-05-10,Grace Villa Nursing Home,Hamilton,184.0,0
2020-05-10,Hallowell House,Picton,97.0,0
2020-05-10,Hampton Terrace Care Centre,Burlington,101.0,0
2020-05-10,Hillsdale Terraces,Oshawa,200.0,13
2020-05-10,Hillside Manor,Stratford,90.0,0
2020-05-10,IOOF Seniors Home,Barrie,182.0,0
2020-05-10,Lakeview Manor,Beaverton,149.0,0
2020-05-10,Lambton Meadowview Villa,Petrolia,125.0,0
2020-05-10,Macassa  Lodge,Hamilton,270.0,0
2020-05-10,Maple View,Owen Sound,29.0,0
2020-05-10,Miramichi Lodge,Pembroke,166.0,0
2020-05-10,Moira Place Long-Term Care Home,Tweed,128.0,0
2020-05-10,Mount Hope Centre for Long Term Care,London,394.0,0
2020-05-10,Northridge,Oakville,133.0,0
2020-05-10,Norview Lodge,Simcoe,179.0,0
2020-05-10,Providence Healthcare,Scarborough,288.0,<5
2020-05-10,Providence Manor,Kingston,243.0,0
2020-05-10,Riverside Place,Windsor,96.0,0
2020-05-10,Riverview Manor Nursing Home,Peterborough,124.0,0
2020-05-10,Rosebridge Manor,Jasper,78.0,0
2020-05-10,Saint Luke's Place,Cambridge,114.0,0
2020-05-10,Shalom Manor Long Term Care Home,Grimsby,144.0,0
2020-05-10,Shepherd Lodge,Toronto,252.0,0
2020-05-10,Spencer House,Orillia,160.0,0
2020-05-10,Sprucedale Care Centre,Strathroy,96.0,0
2020-05-10,St. Andrew's Terrace Long Term Care Community,Cambridge,128.0,0
2020-05-10,"St. Joseph's Villa, Dundas",Dundas,425.0,0
2020-05-10,Stirling Heights,Cambridge,110.0,0
2020-05-10,Sumac Lodge,Sarnia,100.0,0
2020-05-10,Tendercare Living Centre,Scarborough,254.0,<5
2020-05-10,The Wexford,Scarborough,166.0,0
2020-05-10,The Woodlands of Sunset,Welland,121.0,0
2020-05-10,Villa Marconi,Ottawa,128.0,0
2020-05-10,Wellington Terrace Long-Term Care Home,Fergus,176.0,0
2020-05-10,Westside,Etobicoke,242.0,<5
2020-05-10,Winbourne Park,Ajax,110.0,0
2020-05-10,Woods Park Care Centre,Barrie,123.0,0
2020-05-10,Yee Hong Centre - Markham,Markham,200.0,0
2020-05-10,Yee Hong Centre - Scarborough McNicoll,Scarborough,155.0,0
2020-05-11,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0
2020-05-11,Allendale,Milton,200.0,0
2020-05-11,Bay Ridges,Pickering,124.0,0
2020-05-11,Belmont Long Term Care Facility,Belleville,128.0,0
2020-05-11,Caressant Care Fergus Nursing Home,Fergus,87.0,0
2020-05-11,Caressant Care on Bonnie Place,St Thomas,116.0,0
2020-05-11,Case Manor Care Community,Bobcaygeon,96.0,0
2020-05-11,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,0
2020-05-11,Chartwell Elmira Long Term Care Residence,Elmira,48.0,0
2020-05-11,Chelsey Park,London,247.0,0
2020-05-11,Clarion Nursing Home,Stoney Creek,100.0,0
2020-05-11,Douglas H. Rapelje Lodge,Welland,120.0,0
2020-05-11,Ehatare Nursing Home,Scarborough,32.0,0
2020-05-11,Extendicare Lakefield,Lakefield,100.0,0
2020-05-11,Extendicare Rouge Valley,Toronto,192.0,0
2020-05-11,Fairview Lodge,Whitby,198.0,0
2020-05-11,Garden City Manor,St. Catharines,200.0,0
2020-05-11,Garry J. Armstrong Home,Ottawa,180.0,0
2020-05-11,Grace Villa Nursing Home,Hamilton,184.0,0
2020-05-11,Greenwood Court,Stratford,45.0,<5
2020-05-11,Hallowell House,Picton,97.0,0
2020-05-11,Hampton Terrace Care Centre,Burlington,101.0,0
2020-05-11,Hillsdale Terraces,Oshawa,200.0,13
2020-05-11,Hillside Manor,Stratford,90.0,0
2020-05-11,IOOF Seniors Home,Barrie,182.0,0
2020-05-11,Lakeview Manor,Beaverton,149.0,0
2020-05-11,Lambton Meadowview Villa,Petrolia,125.0,0
2020-05-11,Macassa  Lodge,Hamilton,270.0,0
2020-05-11,Maple View,Owen Sound,29.0,0
2020-05-11,Miramichi Lodge,Pembroke,166.0,0
2020-05-11,Moira Place Long-Term Care Home,Tweed,128.0,0
2020-05-11,Mount Hope Centre for Long Term Care,London,394.0,0
2020-05-11,Northridge,Oakville,133.0,0
2020-05-11,Norview Lodge,Simcoe,179.0,0
2020-05-11,Providence Healthcare,Scarborough,288.0,<5
2020-05-11,Providence Manor,Kingston,243.0,0
2020-05-11,Riverview Manor Nursing Home,Peterborough,124.0,0
2020-05-11,Rosebridge Manor,Jasper,78.0,0
2020-05-11,Saint Luke's Place,Cambridge,114.0,0
2020-05-11,Shalom Manor Long Term Care Home,Grimsby,144.0,0
2020-05-11,Shepherd Lodge,Toronto,252.0,0
2020-05-11,Spencer House,Orillia,160.0,0
2020-05-11,Sprucedale Care Centre,Strathroy,96.0,0
2020-05-11,St. Andrew's Terrace Long Term Care Community,Cambridge,128.0,0
2020-05-11,"St. Joseph's Villa, Dundas",Dundas,425.0,0
2020-05-11,"St. Joseph's Villa, Sudbury",Sudbury,128.0,<5
2020-05-11,Stirling Heights,Cambridge,110.0,0
2020-05-11,Sumac Lodge,Sarnia,100.0,0
2020-05-11,Tendercare Living Centre,Scarborough,254.0,<5
2020-05-11,The Wexford,Scarborough,166.0,0
2020-05-11,The Woodlands of Sunset,Welland,121.0,0
2020-05-11,Villa Marconi,Ottawa,128.0,0
2020-05-11,Wellington Terrace Long-Term Care Home,Fergus,176.0,0
2020-05-11,Westside,Etobicoke,242.0,<5
2020-05-11,Winbourne Park,Ajax,110.0,0
2020-05-11,Woods Park Care Centre,Barrie,123.0,0
2020-05-11,Yee Hong Centre - Markham,Markham,200.0,0
2020-05-11,Yee Hong Centre - Scarborough McNicoll,Scarborough,155.0,0
2020-05-12,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0
2020-05-12,Allendale,Milton,200.0,0
2020-05-12,Bay Ridges,Pickering,124.0,0
2020-05-12,Belmont House,Toronto,140.0,0
2020-05-12,Belmont Long Term Care Facility,Belleville,128.0,0
2020-05-12,Caressant Care Fergus Nursing Home,Fergus,87.0,0
2020-05-12,Caressant Care on Bonnie Place,St Thomas,116.0,0
2020-05-12,Case Manor Care Community,Bobcaygeon,96.0,0
2020-05-12,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,0
2020-05-12,Chartwell Elmira Long Term Care Residence,Elmira,48.0,0
2020-05-12,Chelsey Park,London,247.0,0
2020-05-12,Clarion Nursing Home,Stoney Creek,100.0,0
2020-05-12,Dom Lipa,Etobicoke,66.0,0
2020-05-12,Douglas H. Rapelje Lodge,Welland,120.0,0
2020-05-12,Ehatare Nursing Home,Scarborough,32.0,0
2020-05-12,Extendicare Lakefield,Lakefield,100.0,0
2020-05-12,Extendicare Rouge Valley,Toronto,192.0,0
2020-05-12,Extendicare Starwood,Nepean,192.0,0
2020-05-12,Extendicare York,Sudbury,288.0,0
2020-05-12,Garry J. Armstrong Home,Ottawa,180.0,0
2020-05-12,Greenwood Court,Stratford,45.0,<5
2020-05-12,Hallowell House,Picton,97.0,0
2020-05-12,Hampton Terrace Care Centre,Burlington,101.0,0
2020-05-12,Hillsdale Terraces,Oshawa,200.0,13
2020-05-12,Hillside Manor,Stratford,90.0,0
2020-05-12,IOOF Seniors Home,Barrie,182.0,0
2020-05-12,Labdara Lithuanian Nursing Home,Etobicoke,90.0,0
2020-05-12,Lakeview Manor,Beaverton,149.0,0
2020-05-12,Lambton Meadowview Villa,Petrolia,125.0,0
2020-05-12,Macassa  Lodge,Hamilton,270.0,0
2020-05-12,Maple View,Owen Sound,29.0,0
2020-05-12,McCall Centre Long Term Care Interim Unit,Etobicoke,21.0,0
2020-05-12,Miramichi Lodge,Pembroke,166.0,0
2020-05-12,Moira Place Long-Term Care Home,Tweed,128.0,0
2020-05-12,Mount Hope Centre for Long Term Care,London,394.0,0
2020-05-12,Northridge,Oakville,133.0,0
2020-05-12,Norview Lodge,Simcoe,179.0,0
2020-05-12,Pinehaven Nursing Home,Waterloo,84.0,0
2020-05-12,Providence Healthcare,Scarborough,288.0,<5
2020-05-12,Providence Manor,Kingston,243.0,0
2020-05-12,Riverview Manor Nursing Home,Peterborough,124.0,0
2020-05-12,Rosebridge Manor,Jasper,78.0,0
2020-05-12,Royal Terrace,Palmerston,67.0,0
2020-05-12,Saint Luke's Place,Cambridge,114.0,0
2020-05-12,Shalom Manor Long Term Care Home,Grimsby,144.0,0
2020-05-12,Shepherd Lodge,Toronto,252.0,0
2020-05-12,Spencer House,Orillia,160.0,0
2020-05-12,Sprucedale Care Centre,Strathroy,96.0,0
2020-05-12,St. Andrew's Terrace Long Term Care Community,Cambridge,128.0,0
2020-05-12,St. Joseph's Lifecare Centre,Brantford,205.0,0
2020-05-12,"St. Joseph's Villa, Dundas",Dundas,425.0,0
2020-05-12,"St. Joseph's Villa, Sudbury",Sudbury,128.0,<5
2020-05-12,Stirling Heights,Cambridge,110.0,0
2020-05-12,Sumac Lodge,Sarnia,100.0,0
2020-05-12,Tendercare Living Centre,Scarborough,254.0,<5
2020-05-12,The Wexford,Scarborough,166.0,0
2020-05-12,The Woodlands of Sunset,Welland,121.0,0
2020-05-12,Villa Marconi,Ottawa,128.0,0
2020-05-12,Wellington Terrace Long-Term Care Home,Fergus,176.0,0
2020-05-12,Westside,Etobicoke,242.0,<5
2020-05-12,Winbourne Park,Ajax,110.0,0
2020-05-12,Woods Park Care Centre,Barrie,123.0,0
2020-05-12,Yee Hong Centre - Markham,Markham,200.0,0
2020-05-12,Yee Hong Centre - Scarborough McNicoll,Scarborough,155.0,0
2020-05-13,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0
2020-05-13,Allendale,Milton,200.0,0
2020-05-13,Bay Ridges,Pickering,124.0,0
2020-05-13,Belmont House,Toronto,140.0,0
2020-05-13,Belmont Long Term Care Facility,Belleville,128.0,0
2020-05-13,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,Walkerton,144.0,0
2020-05-13,Caressant Care Fergus Nursing Home,Fergus,87.0,0
2020-05-13,Caressant Care on Bonnie Place,St Thomas,116.0,0
2020-05-13,Case Manor Care Community,Bobcaygeon,96.0,0
2020-05-13,Castleview Wychwood Towers,Toronto,456.0,0
2020-05-13,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,0
2020-05-13,Chartwell Elmira Long Term Care Residence,Elmira,48.0,0
2020-05-13,Chelsey Park,London,247.0,0
2020-05-13,Clarion Nursing Home,Stoney Creek,100.0,0
2020-05-13,Copernicus Lodge,Toronto,228.0,0
2020-05-13,Dom Lipa,Etobicoke,66.0,0
2020-05-13,Douglas H. Rapelje Lodge,Welland,120.0,0
2020-05-13,Ehatare Nursing Home,Scarborough,32.0,0
2020-05-13,Extendicare Lakefield,Lakefield,100.0,0
2020-05-13,Extendicare Rouge Valley,Toronto,192.0,0
2020-05-13,Extendicare Starwood,Nepean,192.0,0
2020-05-13,Extendicare York,Sudbury,288.0,0
2020-05-13,Garry J. Armstrong Home,Ottawa,180.0,0
2020-05-13,Greenwood Court,Stratford,45.0,<5
2020-05-13,Hallowell House,Picton,97.0,0
2020-05-13,Hampton Terrace Care Centre,Burlington,101.0,0
2020-05-13,Hillsdale Terraces,Oshawa,200.0,13
2020-05-13,Hillside Manor,Stratford,90.0,0
2020-05-13,IOOF Seniors Home,Barrie,182.0,0
2020-05-13,Labdara Lithuanian Nursing Home,Etobicoke,90.0,0
2020-05-13,Lakeview Manor,Beaverton,149.0,0
2020-05-13,Lambton Meadowview Villa,Petrolia,125.0,0
2020-05-13,Macassa  Lodge,Hamilton,270.0,0
2020-05-13,Maple View,Owen Sound,29.0,0
2020-05-13,McCall Centre Long Term Care Interim Unit,Etobicoke,21.0,0
2020-05-13,Miramichi Lodge,Pembroke,166.0,0
2020-05-13,Moira Place Long-Term Care Home,Tweed,128.0,0
2020-05-13,Mount Hope Centre for Long Term Care,London,394.0,0
2020-05-13,Northridge,Oakville,133.0,0
2020-05-13,Northview Nursing Home,Englehart,48.0,0
2020-05-13,Norview Lodge,Simcoe,179.0,0
2020-05-13,Pinehaven Nursing Home,Waterloo,84.0,0
2020-05-13,Pioneer Manor,Sudbury,433.0,0
2020-05-13,Post Inn Village,Oakville,228.0,0
2020-05-13,Providence Healthcare,Scarborough,288.0,<5
2020-05-13,Providence Manor,Kingston,243.0,0
2020-05-13,Riverview Manor Nursing Home,Peterborough,124.0,0
2020-05-13,Rosebridge Manor,Jasper,78.0,0
2020-05-13,Royal Terrace,Palmerston,67.0,0
2020-05-13,Saint Luke's Place,Cambridge,114.0,0
2020-05-13,Shalom Manor Long Term Care Home,Grimsby,144.0,0
2020-05-13,Shepherd Lodge,Toronto,252.0,0
2020-05-13,Spencer House,Orillia,160.0,0
2020-05-13,Sprucedale Care Centre,Strathroy,96.0,0
2020-05-13,St. Andrew's Terrace Long Term Care Community,Cambridge,128.0,0
2020-05-13,St. Joseph's Lifecare Centre,Brantford,205.0,0
2020-05-13,"St. Joseph's Villa, Dundas",Dundas,425.0,0
2020-05-13,"St. Joseph's Villa, Sudbury",Sudbury,128.0,<5
2020-05-13,Stirling Heights,Cambridge,110.0,0
2020-05-13,Sumac Lodge,Sarnia,100.0,0
2020-05-13,Telfer Place,Paris,45.0,0
2020-05-13,The Village at University Gates,Waterloo,192.0,0
2020-05-13,The Wexford,Scarborough,166.0,0
2020-05-13,The Woodlands of Sunset,Welland,121.0,0
2020-05-13,Villa Marconi,Ottawa,128.0,0
2020-05-13,Wellington Terrace Long-Term Care Home,Fergus,176.0,0
2020-05-13,Westside,Etobicoke,242.0,<5
2020-05-13,Winbourne Park,Ajax,110.0,0
2020-05-13,Woods Park Care Centre,Barrie,123.0,0
2020-05-13,Yee Hong Centre - Markham,Markham,200.0,0
2020-05-13,Yee Hong Centre - Scarborough McNicoll,Scarborough,155.0,0
2020-05-14,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0
2020-05-14,Allendale,Milton,200.0,0
2020-05-14,Bay Ridges,Pickering,124.0,0
2020-05-14,Belmont House,Toronto,140.0,0
2020-05-14,Belmont Long Term Care Facility,Belleville,128.0,0
2020-05-14,Bendale Acres,Scarborough,302.0,0
2020-05-14,Blue Water Rest Home,Zurich,65.0,0
2020-05-14,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,Walkerton,144.0,0
2020-05-14,Caressant Care Fergus Nursing Home,Fergus,87.0,0
2020-05-14,Caressant Care on Bonnie Place,St Thomas,116.0,0
2020-05-14,Case Manor Care Community,Bobcaygeon,96.0,0
2020-05-14,Castleview Wychwood Towers,Toronto,456.0,0
2020-05-14,Centre d'Accueil Champlain,Vanier,160.0,0
2020-05-14,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,0
